package,owner,shallow,deep
ReinforcementLearningZoo,JuliaReinforcementLearning,"[""StatsBase"", ""Zygote"", ""Flux"", ""ReinforcementLearningBase"", ""ReinforcementLearningCore""]","[""RecipesBase"", ""AbstractFFTs"", ""IRTools"", ""FixedPointNumbers"", ""ArrayLayouts"", ""LLVM"", ""Polynomials"", ""CUDAnative"", ""MKL_jll"", ""FFTW_jll"", ""CommonSubexpressions"", ""Parsers"", ""Zlib_jll"", ""Colors"", ""MacroTools"", ""FillArrays"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""CuArrays"", ""Adapt"", ""ZipFile"", ""Media"", ""ColorTypes"", ""GPUArrays"", ""SortingAlgorithms"", ""JSON"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""DataFlow"", ""BinaryProvider"", ""ZygoteRules"", ""Arpack_jll"", ""AbstractTrees"", ""Lazy"", ""CUDAapi"", ""CEnum"", ""SpecialFunctions"", ""Requires"", ""Distributions"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""PDMats"", ""CUDAdrv"", ""StaticArrays"", ""NaNMath"", ""Rmath"", ""Tokenize"", ""VersionParsing"", ""DiffRules"", ""FFTW"", ""ForwardDiff"", ""GZip"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""TimerOutputs"", ""CodecZlib"", ""Tracker"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""Rmath_jll"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""NNlib"", ""Reexport"", ""DiffResults"", ""Crayons""]"
Remark,piever,"[""JSON"", ""Documenter"", ""Literate"", ""DefaultApplication"", ""BinaryProvider"", ""DocumenterMarkdown""]","[""WeakRefStrings"", ""Missings"", ""Compat"", ""DocStringExtensions"", ""DataAPI"", ""Parsers""]"
Rematch,RelationalAI-oss,"[""Compat"", ""MacroTools""]","[""DataStructures"", ""CSTParser"", ""OrderedCollections"", ""Tokenize""]"
Remez,simonbyrne,"[""Compat""]",String[]
RemoteFiles,helgee,"[""FileIO"", ""HTTP""]","[""MbedTLS_jll"", ""Compat"", ""IniFile"", ""MbedTLS"", ""BinaryProvider""]"
RemoteSemaphores,invenia,"[""Compat""]",String[]
RemoveLFS,UnofficialJuliaMirrorSnapshots,"[""TimeZones"", ""Coverage"", ""Conda"", ""GitHub"", ""HTTP"", ""JSON"", ""MbedTLS"", ""ArgParse""]","[""Mocking"", ""WeakRefStrings"", ""TextWrap"", ""Nullables"", ""Compat"", ""EzXML"", ""CoverageTools"", ""XML2_jll"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""ExprTools"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""Missings"", ""IniFile"", ""VersionParsing"", ""Git"", ""MbedTLS_jll"", ""Libiconv_jll"", ""Homebrew""]"
ReplMaker,MasonProtter,String[],String[]
ReplicateBE,PharmCat,"[""StatsModels"", ""ForwardDiff"", ""PDMats"", ""Distributions"", ""Memoize"", ""Optim"", ""TimerOutputs"", ""LineSearches"", ""StatsBase"", ""CategoricalArrays"", ""StaticArrays"", ""DataFrames""]","[""TableTraits"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""Calculus"", ""RecipesBase"", ""SpecialFunctions"", ""Requires"", ""OpenSpecFun_jll"", ""PooledArrays"", ""Missings"", ""Polynomials"", ""CommonSubexpressions"", ""PositiveFactorizations"", ""Parsers"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Zlib_jll"", ""Rmath"", ""Tokenize"", ""DiffRules"", ""MacroTools"", ""NamedTuples"", ""RecursiveArrayTools"", ""FillArrays"", ""Arpack"", ""OffsetArrays"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""CodecZlib"", ""ArrayInterface"", ""SortingAlgorithms"", ""FiniteDiff"", ""WeakRefStrings"", ""JSON"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Reexport"", ""URIParser"", ""ShiftedArrays"", ""OpenBLAS_jll"", ""DataStreams"", ""BinaryProvider"", ""DiffResults"", ""DataValueInterfaces"", ""ZygoteRules"", ""Tables"", ""Crayons"", ""Arpack_jll""]"
RepoSnapshots,UnofficialJuliaMirrorSnapshots,"[""TimeZones"", ""Coverage"", ""Conda"", ""GitHub"", ""HTTP"", ""JSON"", ""MbedTLS"", ""ArgParse""]","[""Mocking"", ""WeakRefStrings"", ""TextWrap"", ""Nullables"", ""Compat"", ""EzXML"", ""CoverageTools"", ""XML2_jll"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""ExprTools"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""Missings"", ""IniFile"", ""VersionParsing"", ""Git"", ""MbedTLS_jll"", ""Libiconv_jll"", ""Homebrew""]"
Reproduce,mkschleg,"[""CodeTracking"", ""JSON"", ""ProgressMeter"", ""FileIO"", ""Git"", ""Glob"", ""JLD2"", ""DataFrames"", ""Reexport"", ""Config"", ""ArgParse""]","[""Libz"", ""TableTraits"", ""HTTP"", ""OrderedCollections"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""TextWrap"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""HTTPClient"", ""Requires"", ""TranscodingStreams"", ""Blosc"", ""Expat_jll"", ""LibExpat"", ""PooledArrays"", ""Missings"", ""CodecZlib"", ""HDF5"", ""BufferedStreams"", ""MbedTLS"", ""MbedTLS_jll"", ""BSON"", ""SortingAlgorithms"", ""WinRPM"", ""WeakRefStrings"", ""HDF5_jll"", ""StatsBase"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""Parameters"", ""URIParser"", ""CMakeWrapper"", ""Zlib_jll"", ""DataStreams"", ""BinaryProvider"", ""IniFile"", ""DataValueInterfaces"", ""CMake"", ""LibCURL"", ""VersionParsing"", ""Tables"", ""NamedTuples"", ""Homebrew""]"
Reproducible,joshday,String[],String[]
Reproject,JuliaAstro,"[""WCS"", ""SkyCoords"", ""FITSIO"", ""Interpolations""]","[""URIParser"", ""BinaryProvider"", ""AxisAlgorithms"", ""OpenSpecFun_jll"", ""OffsetArrays"", ""DualNumbers"", ""WoodburyMatrices"", ""Compat"", ""Calculus"", ""StaticArrays"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""Ratios"", ""SpecialFunctions"", ""NaNMath""]"
RequiredKeywords,adamslc,Any[],Any[]
Requires,MikeInnes,String[],String[]
ReservoirComputing,MartinuzziFrancesco,String[],String[]
ResettableStacks,JuliaDiffEq,"[""StaticArrays""]",String[]
ResizableArrays,emmt,Any[],Any[]
ResourceBundles,KlausC,String[],String[]
RestrictProlong,timholy,String[],String[]
ResultTypes,iamed2,String[],String[]
ResumableFunctions,BenLauwens,"[""MacroTools""]","[""DataStructures"", ""Compat"", ""CSTParser"", ""OrderedCollections"", ""Tokenize""]"
Retriever,weecology,"[""PyCall""]","[""Tokenize"", ""Conda"", ""OrderedCollections"", ""WeakRefStrings"", ""Missings"", ""JSON"", ""DataStructures"", ""VersionParsing"", ""Compat"", ""MacroTools"", ""DataAPI"", ""CSTParser"", ""Parsers""]"
RetroCap,bcbi,String[],String[]
Retry,samoconnor,String[],String[]
ReusableFunctions,madsjulia,"[""FileIO"", ""JLD2"", ""Compat"", ""DataStructures"", ""JLD"", ""Suppressor""]","[""Libz"", ""HTTP"", ""OrderedCollections"", ""LegacyStrings"", ""HTTPClient"", ""Expat_jll"", ""TranscodingStreams"", ""Blosc"", ""LibExpat"", ""Missings"", ""CodecZlib"", ""HDF5"", ""BufferedStreams"", ""MbedTLS"", ""MbedTLS_jll"", ""WinRPM"", ""WeakRefStrings"", ""HDF5_jll"", ""JSON"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""Parameters"", ""CMakeWrapper"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""IniFile"", ""CMake"", ""LibCURL"", ""Homebrew""]"
ReusePatterns,gcalderone,"[""Combinatorics""]","[""RecipesBase"", ""Polynomials""]"
ReverseDiff,JuliaDiff,"[""ForwardDiff"", ""FunctionWrappers"", ""DiffResults"", ""DiffRules"", ""StaticArrays"", ""SpecialFunctions"", ""NaNMath""]","[""URIParser"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""CommonSubexpressions"", ""Compat"", ""BinDeps"", ""CompilerSupportLibraries_jll""]"
ReverseDiffSparse,mlubin,"[""DataStructures"", ""Compat"", ""ForwardDiff"", ""Calculus"", ""MathProgBase"", ""NaNMath""]","[""URIParser"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""DiffResults"", ""OrderedCollections"", ""CommonSubexpressions"", ""DiffRules"", ""StaticArrays"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions""]"
ReverseMcCormick,PSORLab,"[""IntervalContractors"", ""McCormick"", ""DocStringExtensions""]","[""SetRounding"", ""ForwardDiff"", ""CRlibm"", ""CommonSubexpressions"", ""Compat"", ""StaticArrays"", ""IntervalArithmetic"", ""RecipesBase"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""ErrorfreeArithmetic"", ""Reexport"", ""NaNMath"", ""URIParser"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""DiffResults"", ""AdjacentFloats"", ""DiffRules"", ""FastRounding""]"
Revise,timholy,"[""LoweredCodeUtils"", ""CodeTracking"", ""OrderedCollections"", ""JuliaInterpreter"", ""DataStructures"", ""Compat""]",String[]
RiemannComplexNumbers,scheinerman,String[],String[]
RiemannHilbert,JuliaHolomorphic,"[""ApproxFunOrthogonalPolynomials"", ""DomainSets"", ""DualNumbers"", ""FastTransforms"", ""ApproxFunBase"", ""ApproxFunSingularities"", ""ApproxFunFourier"", ""SingularIntegralEquations"", ""ApproxFun"", ""SpecialFunctions"", ""FillArrays""]","[""LowRankApprox"", ""RecipesBase"", ""AbstractFFTs"", ""FastGaussQuadrature"", ""ArrayLayouts"", ""Polynomials"", ""MKL_jll"", ""FFTW_jll"", ""StatsBase"", ""Parsers"", ""BlockBandedMatrices"", ""IntervalSets"", ""MacroTools"", ""DSP"", ""OrderedCollections"", ""Nullables"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""HypergeometricFunctions"", ""SortingAlgorithms"", ""BandedMatrices"", ""JSON"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""GMP_jll"", ""ToeplitzMatrices"", ""Calculus"", ""InfiniteArrays"", ""OpenSpecFun_jll"", ""HierarchicalMatrices"", ""Missings"", ""ProgressMeter"", ""StaticArrays"", ""FastTransforms_jll"", ""NaNMath"", ""Tokenize"", ""VersionParsing"", ""BlockArrays"", ""FFTW"", ""EllipsisNotation"", ""CompilerSupportLibraries_jll"", ""IntelOpenMP_jll"", ""Conda"", ""MPFR_jll"", ""WeakRefStrings"", ""MatrixFactorizations"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""IterTools""]"
RiemannTheta,fredo-dedup,"[""Distances"", ""Roots"", ""SpecialFunctions"", ""StatsFuns""]","[""Rmath"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""Missings"", ""Compat"", ""Rmath_jll"", ""DataAPI"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""URIParser""]"
RigidBodyDynamics,JuliaRobotics,"[""TypeSortedCollections"", ""ODE"", ""Quaternions"", ""Nullables"", ""LoopThrottle"", ""UnsafeArrays"", ""DataStructures"", ""Compat"", ""DocStringExtensions"", ""StaticArrays"", ""Rotations"", ""Reexport"", ""LightXML""]","[""RecursiveFactorization"", ""MuladdMacro"", ""TableTraits"", ""OrderedCollections"", ""TreeViews"", ""IteratorInterfaceExtensions"", ""Calculus"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Requires"", ""FunctionWrappers"", ""OpenSpecFun_jll"", ""Missings"", ""DualNumbers"", ""LoggingExtras"", ""IterativeSolvers"", ""TerminalLoggers"", ""Polynomials"", ""ArrayInterface"", ""ProgressMeter"", ""ProgressLogging"", ""ConsoleProgressMonitor"", ""SimpleTraits"", ""LeftChildRightSiblingTrees"", ""DataAPI"", ""BinDeps"", ""CSTParser"", ""Parameters"", ""DiffEqDiffTools"", ""DiffEqBase"", ""NaNMath"", ""URIParser"", ""LinearMaps"", ""Tokenize"", ""BinaryProvider"", ""Roots"", ""Cassette"", ""ZygoteRules"", ""MacroTools"", ""AbstractTrees"", ""NamedTuples"", ""ChainRulesCore"", ""RecursiveArrayTools""]"
RigidBodySim,JuliaRobotics,"[""InteractBase"", ""Observables"", ""RigidBodyDynamics"", ""ForwardDiff"", ""CSSUtil"", ""JSExpr"", ""DataStructures"", ""Compat"", ""Blink"", ""MeshCatMechanisms"", ""OrdinaryDiffEq"", ""DocStringExtensions"", ""WebIO"", ""DiffEqCallbacks"", ""DiffEqDiffTools"", ""DiffEqBase""]","[""Widgets"", ""UnsafeArrays"", ""Latexify"", ""RecipesBase"", ""SparseDiffTools"", ""AbstractFFTs"", ""FixedPointNumbers"", ""Opus_jll"", ""MsgPack"", ""Polynomials"", ""FileIO"", ""MKL_jll"", ""AssetRegistry"", ""FFMPEG_jll"", ""CommonSubexpressions"", ""libass_jll"", ""Zlib_jll"", ""x264_jll"", ""NLsolve"", ""RecursiveArrayTools"", ""FillArrays"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""FreeType2_jll"", ""TreeViews"", ""LazyArrays"", ""MLStyle"", ""Mux"", ""FriBidi_jll"", ""Media"", ""ColorTypes"", ""TerminalLoggers"", ""OpenSSL_jll"", ""Inflate"", ""WoodburyMatrices"", ""JSON"", ""x265_jll"", ""LegibleLambdas"", ""Knockout"", ""AbstractTrees"", ""Lazy"", ""Requires"", ""LibVPX_jll"", ""Missings"", ""ProgressMeter"", ""ExponentialUtilities"", ""StaticArrays"", ""Parameters"", ""Tokenize"", ""Interpolations"", ""MechanismGeometries"", ""Bzip2_jll"", ""VersionParsing"", ""CoordinateTransformations"", ""LightXML"", ""OffsetArrays"", ""NodeJS"", ""Measures"", ""TranscodingStreams"", ""ODE"", ""TimerOutputs"", ""Formatting"", ""IterativeSolvers"", ""CodecZlib"", ""ArnoldiMethod"", ""ArrayInterface"", ""MbedTLS"", ""JuliaVariables"", ""LAME_jll"", ""ConsoleProgressMonitor"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""PrettyPrint"", ""MatrixFactorizations"", ""Distances"", ""LeftChildRightSiblingTrees"", ""NLSolversBase"", ""DataAPI"", ""BinDeps"", ""NNlib"", ""Reexport"", ""IterTools"", ""Crayons"", ""Rotations"", ""AxisAlgorithms"", ""TableTraits"", ""ModelingToolkit"", ""Zygote"", ""IRTools"", ""ArrayLayouts"", ""ProgressLogging"", ""FFTW_jll"", ""GeneralizedGenerated"", ""Ogg_jll"", ""Parsers"", ""Mustache"", ""BlockBandedMatrices"", ""libvorbis_jll"", ""Colors"", ""MeshCat"", ""MacroTools"", ""NamedTuples"", ""CanonicalTraits"", ""Nullables"", ""LoopThrottle"", ""Adapt"", ""FunctionWrappers"", ""LoggingExtras"", ""MbedTLS_jll"", ""BandedMatrices"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""LinearMaps"", ""BinaryProvider"", ""LineSearches"", ""Roots"", ""DataValueInterfaces"", ""ZygoteRules"", ""WebSockets"", ""Arpack_jll"", ""UnPack"", ""MuladdMacro"", ""IteratorInterfaceExtensions"", ""Calculus"", ""GeometryTypes"", ""libfdk_aac_jll"", ""Pidfile"", ""SpecialFunctions"", ""OpenSpecFun_jll"", ""FFMPEG"", ""FunctionalCollections"", ""Quaternions"", ""NameResolution"", ""NaNMath"", ""TypeSortedCollections"", ""DiffEqOperators"", ""LaTeXStrings"", ""DiffRules"", ""BlockArrays"", ""ChainRulesCore"", ""FFTW"", ""RecursiveFactorization"", ""HTTP"", ""CompilerSupportLibraries_jll"", ""DualNumbers"", ""GenericSVD"", ""VertexSafeGraphs"", ""SimpleTraits"", ""Conda"", ""WeakRefStrings"", ""Hiccup"", ""LightGraphs"", ""MeshIO"", ""DiffResults"", ""IniFile"", ""Cassette"", ""Tables"", ""Ratios""]"
RigidBodyTreeInspector,rdeits,"[""InteractBase"", ""Interact"", ""RigidBodyDynamics"", ""Interpolations"", ""MechanismGeometries"", ""LoopThrottle"", ""DataStructures"", ""Compat"", ""ColorTypes"", ""CoordinateTransformations"", ""GeometryTypes"", ""StaticArrays"", ""DrakeVisualizer"", ""Rotations""]","[""AxisAlgorithms"", ""TableTraits"", ""Widgets"", ""Meshing"", ""UnsafeArrays"", ""RecipesBase"", ""CSSUtil"", ""FixedPointNumbers"", ""BufferedStreams"", ""Polynomials"", ""FileIO"", ""ProgressLogging"", ""AssetRegistry"", ""Parsers"", ""DiffEqBase"", ""LCMCore"", ""CMake"", ""Colors"", ""MacroTools"", ""NamedTuples"", ""RecursiveArrayTools"", ""OrderedCollections"", ""TreeViews"", ""Nullables"", ""FunctionWrappers"", ""LoggingExtras"", ""TerminalLoggers"", ""MbedTLS_jll"", ""WoodburyMatrices"", ""JSON"", ""CSTParser"", ""URIParser"", ""CMakeWrapper"", ""LinearMaps"", ""BinaryProvider"", ""Roots"", ""ZygoteRules"", ""Knockout"", ""WebSockets"", ""AbstractTrees"", ""Homebrew"", ""MuladdMacro"", ""IteratorInterfaceExtensions"", ""Calculus"", ""Pidfile"", ""SpecialFunctions"", ""Requires"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""FunctionalCollections"", ""Quaternions"", ""FastIOBuffers"", ""DocStringExtensions"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""TypeSortedCollections"", ""Observables"", ""Tokenize"", ""JSExpr"", ""WebIO"", ""ChainRulesCore"", ""LightXML"", ""RecursiveFactorization"", ""OffsetArrays"", ""HTTP"", ""InteractBulma"", ""NodeJS"", ""Measures"", ""CompilerSupportLibraries_jll"", ""ODE"", ""Sass"", ""DualNumbers"", ""IterativeSolvers"", ""ArrayInterface"", ""MbedTLS"", ""ConsoleProgressMonitor"", ""SimpleTraits"", ""WeakRefStrings"", ""LeftChildRightSiblingTrees"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""MeshIO"", ""IterTools"", ""IniFile"", ""Cassette"", ""Ratios""]"
RingBuffers,JuliaAudio,"[""Compat"", ""BinaryProvider""]",String[]
RingLists,scheinerman,String[],String[]
Ripemd,gdkrmr,"[""Compat""]",String[]
Rmath,JuliaStats,"[""Rmath_jll"", ""BinaryProvider""]",String[]
Rmath_jll,JuliaBinaryWrappers,String[],String[]
RoME,JuliaRobotics,"[""Distributions"", ""Optim"", ""Graphs"", ""TransformUtils"", ""IncrementalInference"", ""KernelDensityEstimate"", ""CoordinateTransformations"", ""DocStringExtensions"", ""ProgressMeter"", ""FileIO"", ""JLD2"", ""ApproxManifoldProducts"", ""DistributedFactorGraphs"", ""Rotations"", ""Reexport""]","[""UnsafeArrays"", ""ColorVectorSpace"", ""RecipesBase"", ""AbstractFFTs"", ""FixedPointNumbers"", ""PooledArrays"", ""Combinatorics"", ""BufferedStreams"", ""Polynomials"", ""TypedTables"", ""ImageCore"", ""MKL_jll"", ""CommonSubexpressions"", ""IntervalSets"", ""Zlib_jll"", ""CMake"", ""NLsolve"", ""FillArrays"", ""Libz"", ""PaddedViews"", ""Arpack"", ""OrderedCollections"", ""ImageFiltering"", ""Compat"", ""HTTPClient"", ""JSON2"", ""ColorTypes"", ""MetaGraphs"", ""Inflate"", ""FFTViews"", ""JSON"", ""CMakeWrapper"", ""TiledIteration"", ""Homebrew"", ""InvertedIndices"", ""IndirectArrays"", ""Requires"", ""Missings"", ""ElasticArrays"", ""StaticArrays"", ""RangeArrays"", ""Parameters"", ""DiffEqDiffTools"", ""Indexing"", ""ValueShapes"", ""Tokenize"", ""LibCURL"", ""VersionParsing"", ""ArraysOfArrays"", ""Unmarshal"", ""OffsetArrays"", ""EllipsisNotation"", ""CategoricalArrays"", ""StatsFuns"", ""Measures"", ""EmpiricalDistributions"", ""TranscodingStreams"", ""Blosc"", ""CodecZlib"", ""HDF5"", ""ArnoldiMethod"", ""ArrayInterface"", ""MbedTLS"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""Distances"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""JLD"", ""JpegTurbo_jll"", ""IterTools"", ""ImageMetadata"", ""TableTraits"", ""ImageMagick_jll"", ""QuartzImageIO"", ""VisualRegressionTests"", ""FunctionalStateMachine"", ""GraphPlot"", ""FFTW_jll"", ""StatsBase"", ""Parsers"", ""Graphics"", ""Colors"", ""MacroTools"", ""NamedTuples"", ""CustomUnitRanges"", ""LegacyStrings"", ""Nullables"", ""DataStructures"", ""Expat_jll"", ""Zstd_jll"", ""MbedTLS_jll"", ""SortingAlgorithms"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""LineSearches"", ""MappedArrays"", ""Neo4j"", ""DataValueInterfaces"", ""SplitApplyCombine"", ""Arpack_jll"", ""IteratorInterfaceExtensions"", ""ImageMagick"", ""Calculus"", ""SpecialFunctions"", ""DataFrames"", ""OpenSpecFun_jll"", ""CatIndices"", ""ImageAxes"", ""PDMats"", ""WinRPM"", ""HDF5_jll"", ""PositiveFactorizations"", ""NaNMath"", ""Rmath"", ""DiffRules"", ""libpng_jll"", ""FFTW"", ""ForwardDiff"", ""HTTP"", ""AxisArrays"", ""CompilerSupportLibraries_jll"", ""Dictionaries"", ""LibExpat"", ""SimpleTraits"", ""Conda"", ""WeakRefStrings"", ""LightGraphs"", ""DataStreams"", ""DiffResults"", ""IniFile"", ""Libtiff_jll"", ""Compose"", ""Tables"", ""ComputationalResources""]"
RoMEPlotting,JuliaRobotics,"[""Fontconfig"", ""Graphs"", ""IncrementalInference"", ""KernelDensityEstimate"", ""Compose"", ""StatsBase"", ""Colors"", ""DocStringExtensions"", ""Gadfly"", ""RoME"", ""KernelDensityEstimatePlotting"", ""ApproxManifoldProducts"", ""Cairo"", ""DistributedFactorGraphs"", ""Reexport""]","[""UnsafeArrays"", ""Xorg_libxcb_jll"", ""AbstractFFTs"", ""Xorg_inputproto_jll"", ""Combinatorics"", ""BufferedStreams"", ""Polynomials"", ""TypedTables"", ""MKL_jll"", ""CommonSubexpressions"", ""Hexagons"", ""IntervalSets"", ""Zlib_jll"", ""Xorg_libXdmcp_jll"", ""Libz"", ""PaddedViews"", ""OrderedCollections"", ""FreeType2_jll"", ""ImageFiltering"", ""HTTPClient"", ""FriBidi_jll"", ""JSON2"", ""Media"", ""ColorTypes"", ""Contour"", ""MetaGraphs"", ""Inflate"", ""PCRE_jll"", ""FFTViews"", ""IndirectArrays"", ""Requires"", ""Xorg_xproto_jll"", ""ProgressMeter"", ""TransformUtils"", ""ElasticArrays"", ""RangeArrays"", ""XSLT_jll"", ""DiffEqDiffTools"", ""ValueShapes"", ""LibCURL"", ""VersionParsing"", ""ArraysOfArrays"", ""Unmarshal"", ""EllipsisNotation"", ""CategoricalArrays"", ""Measures"", ""Blosc"", ""CodecZlib"", ""ArrayInterface"", ""MbedTLS"", ""Rmath_jll"", ""DataAPI"", ""BinDeps"", ""JLD"", ""IterTools"", ""LZO_jll"", ""Rotations"", ""AxisAlgorithms"", ""TableTraits"", ""ImageMagick_jll"", ""VisualRegressionTests"", ""FunctionalStateMachine"", ""Libiconv_jll"", ""FFTW_jll"", ""Libuuid_jll"", ""Graphics"", ""Xorg_libXrender_jll"", ""Glib_jll"", ""MacroTools"", ""NamedTuples"", ""CustomUnitRanges"", ""Nullables"", ""Expat_jll"", ""Zstd_jll"", ""Xorg_libXext_jll"", ""CSTParser"", ""URIParser"", ""LineSearches"", ""Arpack_jll"", ""IteratorInterfaceExtensions"", ""DataFrames"", ""Distributions"", ""OpenSpecFun_jll"", ""CatIndices"", ""ImageAxes"", ""HDF5_jll"", ""NaNMath"", ""Rmath"", ""Pixman_jll"", ""DataArrays"", ""DiffRules"", ""FFTW"", ""ForwardDiff"", ""HTTP"", ""Dictionaries"", ""Xorg_libpthread_stubs_jll"", ""SimpleTraits"", ""Conda"", ""WeakRefStrings"", ""Xorg_libX11_jll"", ""Loess"", ""LightGraphs"", ""DataStreams"", ""IniFile"", ""Tables"", ""ComputationalResources"", ""Ratios"", ""ColorVectorSpace"", ""RecipesBase"", ""FixedPointNumbers"", ""PooledArrays"", ""FileIO"", ""Gettext_jll"", ""ImageCore"", ""Xorg_kbproto_jll"", ""CMake"", ""NLsolve"", ""FillArrays"", ""Pango_jll"", ""Arpack"", ""Juno"", ""Compat"", ""Graphite2_jll"", ""WoodburyMatrices"", ""JSON"", ""XML2_jll"", ""CMakeWrapper"", ""TiledIteration"", ""Xorg_xcb_proto_jll"", ""Homebrew"", ""InvertedIndices"", ""CoupledFields"", ""Cairo_jll"", ""Missings"", ""Libgpg_error_jll"", ""StaticArrays"", ""Parameters"", ""Indexing"", ""Interpolations"", ""Tokenize"", ""Bzip2_jll"", ""CoordinateTransformations"", ""OffsetArrays"", ""StatsFuns"", ""JLD2"", ""EmpiricalDistributions"", ""TranscodingStreams"", ""KernelDensity"", ""HDF5"", ""ArnoldiMethod"", ""FiniteDiff"", ""IntelOpenMP_jll"", ""Distances"", ""NLSolversBase"", ""QuadGK"", ""JpegTurbo_jll"", ""ImageMetadata"", ""QuartzImageIO"", ""HarfBuzz_jll"", ""GraphPlot"", ""Xorg_renderproto_jll"", ""Parsers"", ""LegacyStrings"", ""DataStructures"", ""Showoff"", ""MbedTLS_jll"", ""Xorg_util_macros_jll"", ""Optim"", ""SortingAlgorithms"", ""Xorg_xtrans_jll"", ""X11_jll"", ""OpenBLAS_jll"", ""BinaryProvider"", ""Fontconfig_jll"", ""MappedArrays"", ""Neo4j"", ""DataValueInterfaces"", ""SplitApplyCombine"", ""ImageMagick"", ""Calculus"", ""SpecialFunctions"", ""Xorg_libXau_jll"", ""Libffi_jll"", ""PDMats"", ""WinRPM"", ""Xorg_xextproto_jll"", ""PositiveFactorizations"", ""libpng_jll"", ""AxisArrays"", ""Libgcrypt_jll"", ""CompilerSupportLibraries_jll"", ""LibExpat"", ""DualNumbers"", ""DiffResults"", ""Libtiff_jll""]"
